persona,question,average_score,standard_deviation
62,21,4.6,0.5163977794943222
62,22,4.0,0.0
62,23,4.0,0.0
62,24,3.0,0.0
62,25,2.0,0.0
62,26,2.0,0.0
62,27,3.0,0.0
62,28,4.0,0.0
62,29,4.0,0.0
62,30,3.0,0.0
63,1,4.0,0.0
63,2,5.0,0.0
63,3,4.0,0.0
63,4,2.0,0.0
63,5,4.0,0.0
63,6,5.0,0.0
63,7,4.0,0.0
63,8,4.0,0.0
63,9,4.0,0.0
63,10,4.0,0.0
63,11,4.0,0.0
63,12,5.0,0.0
63,13,2.9,0.31622776601683794
63,14,4.0,0.0
63,15,4.0,0.0
63,16,5.0,0.0
63,17,5.0,0.0
63,18,3.3,0.48304589153964794
63,19,4.0,0.0
63,20,4.0,0.0
63,21,4.0,0.0
63,22,4.9,0.31622776601683794
63,23,4.0,0.0
63,24,2.0,0.0
63,25,2.0,0.0
63,26,4.1,0.31622776601683794
63,27,4.0,0.0
63,28,3.2,0.4216370213557839
63,29,4.0,0.0
63,30,2.0,0.0
64,1,4.0,0.0
64,2,4.0,0.0
64,3,4.0,0.0
64,4,3.0,0.0
64,5,4.0,0.0
64,6,4.0,0.0
64,7,4.0,0.0
64,8,4.0,0.0
64,9,4.0,0.0
64,10,4.0,0.0
64,11,4.0,0.0
64,12,4.0,0.0
64,13,3.0,0.0
64,14,4.0,0.0
64,15,4.0,0.0
64,16,4.0,0.0
64,17,4.0,0.0
64,18,4.0,0.0
64,19,3.9,0.31622776601683794
64,20,4.0,0.0
64,21,4.0,0.0
64,22,4.0,0.0
64,23,4.0,0.0
64,24,2.0,0.0
64,25,3.0,0.0
64,26,2.8,1.0327955589886446
64,27,3.7,0.48304589153964794
64,28,3.0,0.0
64,29,4.0,0.0
64,30,3.0,0.0
65,1,4.0,0.0
65,2,4.1,0.31622776601683794
65,3,4.0,0.0
65,4,4.0,0.0
65,5,4.0,0.0
65,6,5.0,0.0
65,7,4.5,0.5270462766947299
65,8,4.0,0.0
65,9,4.0,0.0
65,10,4.0,0.0
65,11,4.0,0.0
65,12,4.0,0.0
65,13,4.0,0.0
65,14,4.0,0.0
65,15,4.0,0.0
65,16,4.1,0.31622776601683794
65,17,4.0,0.0
65,18,4.0,0.0
65,19,4.0,0.0
65,20,4.0,0.0
65,21,5.0,0.0
65,22,4.0,0.0
65,23,4.0,0.0
65,24,2.7,0.9486832980505138
65,25,2.0,0.0
65,26,5.0,0.0
65,27,3.0,0.0
65,28,4.0,0.0
65,29,4.0,0.0
65,30,4.0,0.0
67,1,2.0,0.0
67,2,3.9,0.31622776601683794
67,3,2.0,0.0
67,4,0.0,0.0
67,5,0.0,0.0
67,6,3.1,0.8755950357709131
67,7,4.0,0.0
67,8,2.0,0.0
67,9,0.0,0.0
67,10,2.0,0.0
67,11,2.0,0.0
67,12,3.2,1.0327955589886446
67,13,0.0,0.0
67,14,4.0,0.0
67,15,0.0,0.0
67,16,4.0,0.0
67,17,4.0,0.0
67,18,2.0,0.0
67,19,2.0,0.0
67,20,2.0,0.0
67,21,5.0,0.0
67,22,3.4,0.9660917830792959
67,23,3.0,0.0
67,24,0.9,0.31622776601683794
67,25,1.7,0.48304589153964794
67,26,2.0,0.0
67,27,2.2,0.4216370213557839
67,28,3.8,0.4216370213557839
67,29,2.0,0.0
67,30,2.0,0.0
68,1,4.0,0.0
68,2,4.0,0.0
68,3,3.8,0.4216370213557839
68,4,3.0,0.0
68,5,4.0,0.0
68,6,4.0,0.0
68,7,4.0,0.0
68,8,4.0,0.0
68,9,4.0,0.0
68,10,4.0,0.0
68,11,4.0,0.0
68,12,4.0,0.0
68,13,4.0,0.0
68,14,4.0,0.0
68,15,4.0,0.0
68,16,4.0,0.0
68,17,4.0,0.0
68,18,4.0,0.0
68,19,4.0,0.0
68,20,4.0,0.0
68,21,5.0,0.0
68,22,4.0,0.0
68,23,4.0,0.0
68,24,2.7,0.48304589153964794
68,25,2.0,0.0
68,26,2.0,0.0
68,27,3.0,0.0
68,28,4.0,0.0
68,29,4.0,0.0
68,30,3.0,0.0
69,1,4.0,0.0
69,2,4.0,0.0
69,3,4.0,0.0
69,4,4.0,0.0
69,5,4.0,0.0
69,6,4.0,0.0
69,7,4.0,0.0
69,8,4.0,0.0
69,9,4.0,0.0
69,10,4.0,0.0
69,11,4.0,0.0
69,12,4.0,0.0
69,13,4.0,0.0
69,14,4.0,0.0
69,15,4.0,0.0
69,16,4.9,0.31622776601683794
69,17,4.0,0.0
69,18,4.0,0.0
69,19,4.0,0.0
69,20,4.0,0.0
69,21,5.0,0.0
69,22,4.0,0.0
69,23,4.0,0.0
69,24,3.0,0.0
69,25,2.0,0.0
69,26,3.4,0.5163977794943223
69,27,2.2,0.4216370213557839
69,28,4.0,0.0
69,29,4.0,0.0
69,30,4.0,0.0
70,1,4.0,0.0
70,2,4.0,0.0
70,3,3.0,0.0
70,4,2.0,0.0
70,5,2.9,0.31622776601683794
70,6,4.0,0.0
70,7,4.0,0.0
70,8,4.0,0.0
70,9,2.0,0.0
70,10,3.2,0.4216370213557839
70,11,4.0,0.0
70,12,4.0,0.0
70,13,3.0,0.0
70,14,4.0,0.0
70,15,3.5,0.5270462766947299
70,16,4.0,0.0
70,17,4.0,0.0
70,18,2.3,0.48304589153964794
70,19,4.0,0.0
70,20,3.0,0.0
70,21,4.0,0.0
70,22,3.3,0.48304589153964794
70,23,3.0,0.0
70,24,2.0,0.0
70,25,2.0,0.0
70,26,3.2,0.4216370213557839
70,27,2.7,0.48304589153964794
70,28,2.8,0.4216370213557839
70,29,2.9,0.31622776601683794
70,30,3.0,0.0
71,1,4.0,0.0
71,2,4.0,0.0
71,3,2.0,0.0
71,4,2.0,0.0
71,5,4.0,0.0
71,6,4.0,0.0
71,7,4.0,0.0
71,8,4.0,0.0
71,9,3.8,0.6324555320336759
71,10,4.0,0.0
71,11,2.4,0.5163977794943223
71,12,4.0,0.0
71,13,2.3,0.6749485577105528
71,14,4.0,0.0
71,15,3.4,0.9660917830792959
71,16,4.0,0.0
71,17,4.0,0.0
71,18,4.0,0.0
71,19,4.0,0.0
71,20,3.3,0.48304589153964794
71,21,4.4,0.5163977794943222
71,22,4.0,0.0
71,23,4.0,0.0
71,24,2.0,0.0
71,25,2.0,0.0
71,26,2.0,0.0
71,27,2.0,0.0
71,28,4.0,0.0
71,29,3.7,0.48304589153964794
71,30,2.0,0.0
72,1,4.0,0.0
72,2,4.0,0.0
72,3,4.0,0.0
72,4,3.0,0.0
72,5,4.0,0.0
72,6,4.0,0.0
72,7,4.0,0.0
72,8,4.0,0.0
72,9,4.0,0.0
72,10,4.0,0.0
72,11,4.0,0.0
72,12,4.0,0.0
72,13,4.0,0.0
72,14,4.0,0.0
72,15,4.0,0.0
72,16,4.0,0.0
72,17,4.0,0.0
72,18,4.0,0.0
72,19,4.0,0.0
72,20,4.0,0.0
72,21,4.6,0.5163977794943222
72,22,4.0,0.0
72,23,4.0,0.0
72,24,3.0,0.0
72,25,2.0,0.0
72,26,5.0,0.0
72,27,4.0,0.0
72,28,4.0,0.0
72,29,4.0,0.0
72,30,3.1,0.31622776601683794
73,1,4.0,0.0
73,2,4.0,0.0
73,3,3.9,0.31622776601683794
73,4,4.0,0.0
73,5,4.0,0.0
73,6,4.0,0.0
73,7,4.0,0.0
73,8,4.0,0.0
73,9,4.0,0.0
73,10,4.0,0.0
73,11,4.0,0.0
73,12,4.0,0.0
73,13,4.0,0.0
73,14,4.0,0.0
73,15,4.0,0.0
73,16,4.0,0.0
73,17,4.0,0.0
73,18,2.0,0.0
73,19,3.8,0.4216370213557839
73,20,4.0,0.0
73,21,4.0,0.0
73,22,4.0,0.0
73,23,4.0,0.0
73,24,2.0,0.0
73,25,2.0,0.0
73,26,4.0,0.0
73,27,4.0,0.0
73,28,3.0,0.0
73,29,2.0,0.0
73,30,3.0,0.0
74,1,4.0,0.0
74,2,4.2,0.4216370213557839
74,3,4.0,0.0
74,4,4.0,0.0
74,5,4.0,0.0
74,6,5.0,0.0
74,7,4.8,0.4216370213557839
74,8,4.0,0.0
74,9,4.0,0.0
74,10,4.0,0.0
74,11,4.0,0.0
74,12,5.0,0.0
74,13,4.0,0.0
74,14,4.0,0.0
74,15,4.0,0.0
74,16,5.0,0.0
74,17,4.9,0.31622776601683794
74,18,4.8,0.4216370213557839
74,19,4.0,0.0
74,20,4.0,0.0
74,21,5.0,0.0
74,22,4.8,0.4216370213557839
74,23,4.0,0.0
74,24,4.0,0.0
74,25,2.0,0.0
74,26,4.0,0.0
74,27,4.0,0.0
74,28,4.0,0.0
74,29,4.0,0.0
74,30,4.0,0.0
75,1,5.0,0.0
75,2,5.0,0.0
75,3,5.0,0.0
75,4,5.0,0.0
75,5,5.0,0.0
75,6,5.0,0.0
75,7,5.0,0.0
75,8,5.0,0.0
75,9,5.0,0.0
75,10,5.0,0.0
75,11,5.0,0.0
75,12,5.0,0.0
75,13,5.0,0.0
75,14,5.0,0.0
75,15,5.0,0.0
75,16,5.0,0.0
75,17,5.0,0.0
75,18,5.0,0.0
75,19,5.0,0.0
75,20,5.0,0.0
75,21,5.0,0.0
75,22,5.0,0.0
75,23,5.0,0.0
75,24,5.0,0.0
75,25,0.4,0.8432740427115679
75,26,0.0,0.0
75,27,2.2,0.6324555320336759
75,28,5.0,0.0
75,29,5.0,0.0
75,30,4.1,0.31622776601683794
76,1,5.0,0.0
76,2,5.0,0.0
76,3,4.2,0.4216370213557839
76,4,4.0,0.0
76,5,5.0,0.0
76,6,5.0,0.0
76,7,5.0,0.0
76,8,4.1,0.31622776601683794
76,9,4.0,0.0
76,10,4.0,0.0
76,11,5.0,0.0
76,12,5.0,0.0
76,13,4.0,0.0
76,14,4.1,0.31622776601683794
76,15,5.0,0.0
76,16,5.0,0.0
76,17,5.0,0.0
76,18,4.0,0.0
76,19,5.0,0.0
76,20,5.0,0.0
76,21,5.0,0.0
76,22,5.0,0.0
76,23,5.0,0.0
76,24,5.0,0.0
76,25,2.2,0.6324555320336759
76,26,5.0,0.0
76,27,3.3,0.9486832980505138
76,28,4.0,0.0
76,29,5.0,0.0
76,30,5.0,0.0
77,1,4.0,0.0
77,2,4.0,0.0
77,3,4.0,0.0
77,4,3.0,0.0
77,5,4.0,0.0
77,6,4.0,0.0
77,7,4.0,0.0
77,8,4.0,0.0
77,9,4.0,0.0
77,10,4.0,0.0
77,11,4.0,0.0
77,12,4.0,0.0
77,13,4.0,0.0
77,14,4.0,0.0
77,15,4.0,0.0
77,16,5.0,0.0
77,17,5.0,0.0
77,18,4.0,0.0
77,19,4.0,0.0
77,20,4.0,0.0
77,21,5.0,0.0
77,22,4.0,0.0
77,23,4.0,0.0
77,24,2.1,0.31622776601683794
77,25,2.0,0.0
77,26,3.8,1.5491933384829668
77,27,2.0,0.0
77,28,4.0,0.0
77,29,4.0,0.0
77,30,4.0,0.0
79,1,4.0,0.0
79,2,4.0,0.0
79,3,4.0,0.0
79,4,3.1,0.31622776601683794
79,5,4.0,0.0
79,6,4.0,0.0
79,7,4.0,0.0
79,8,4.0,0.0
79,9,4.0,0.0
79,10,4.0,0.0
79,11,4.0,0.0
79,12,4.0,0.0
79,13,4.0,0.0
79,14,4.0,0.0
79,15,4.0,0.0
79,16,4.0,0.0
79,17,4.0,0.0
79,18,4.0,0.0
79,19,4.0,0.0
79,20,4.0,0.0
79,21,4.3,0.48304589153964794
79,22,4.0,0.0
79,23,4.0,0.0
79,24,2.1,0.31622776601683794
79,25,3.0,0.0
79,26,2.0,0.0
79,27,3.5,0.5270462766947299
79,28,3.7,0.48304589153964794
79,29,4.0,0.0
79,30,4.0,0.0
81,1,2.0,0.0
81,2,2.9,0.31622776601683794
81,3,2.0,0.0
81,4,2.0,0.0
81,5,2.0,0.0
81,6,3.4,0.5163977794943223
81,7,2.0,0.0
81,8,2.0,0.0
81,9,2.0,0.0
81,10,2.0,0.0
81,11,2.8,0.4216370213557839
81,12,2.9,0.31622776601683794
81,13,2.0,0.0
81,14,2.0,0.0
81,15,2.0,0.0
81,16,2.7,0.6749485577105528
81,17,2.1,0.31622776601683794
81,18,2.0,0.0
81,19,2.0,0.0
81,20,2.0,0.0
81,21,3.4,0.9660917830792958
81,22,2.8,0.4216370213557839
81,23,2.0,0.0
81,24,2.0,0.0
81,25,2.0,0.0
81,26,2.0,0.0
81,27,2.1,0.31622776601683794
81,28,2.0,0.0
81,29,2.0,0.0
81,30,2.0,0.0
82,1,4.0,0.0
82,2,4.0,0.0
82,3,3.3,0.48304589153964794
82,4,3.1,0.31622776601683794
82,5,4.0,0.0
82,6,4.0,0.0
82,7,4.0,0.0
82,8,4.0,0.0
82,9,4.0,0.0
82,10,4.0,0.0
82,11,4.0,0.0
82,12,4.0,0.0
82,13,4.0,0.0
82,14,4.0,0.0
82,15,3.1,0.31622776601683794
82,16,4.0,0.0
82,17,4.0,0.0
82,18,4.0,0.0
82,19,4.0,0.0
82,20,4.0,0.0
82,21,5.0,0.0
82,22,4.0,0.0
82,23,4.0,0.0
82,24,3.0,0.0
82,25,2.0,0.0
82,26,2.0,0.0
82,27,3.0,0.0
82,28,4.0,0.0
82,29,4.0,0.0
82,30,3.0,0.0
83,1,4.0,0.0
83,2,4.0,0.0
83,3,4.0,0.0
83,4,4.0,0.0
83,5,4.0,0.0
83,6,4.0,0.0
83,7,4.0,0.0
83,8,4.0,0.0
83,9,4.0,0.0
83,10,4.0,0.0
83,11,4.0,0.0
83,12,4.9,0.31622776601683794
83,13,4.0,0.0
83,14,4.0,0.0
83,15,4.0,0.0
83,16,4.7,0.48304589153964794
83,17,5.0,0.0
83,18,4.0,0.0
83,19,4.0,0.0
83,20,4.0,0.0
83,21,5.0,0.0
83,22,4.0,0.0
83,23,4.0,0.0
83,24,4.0,0.0
83,25,2.0,0.0
83,26,2.0,0.0
83,27,3.0,0.0
83,28,4.0,0.0
83,29,4.0,0.0
83,30,4.0,0.0
84,1,4.0,0.0
84,2,4.0,0.0
84,3,3.9,0.31622776601683794
84,4,3.0,0.0
84,5,3.0,0.0
84,6,4.0,0.0
84,7,4.0,0.0
84,8,4.0,0.0
84,9,3.0,0.0
84,10,4.0,0.0
84,11,4.0,0.0
84,12,4.0,0.0
84,13,3.6,0.5163977794943223
84,14,4.0,0.0
84,15,4.0,0.0
84,16,4.0,0.0
84,17,4.0,0.0
84,18,3.9,0.31622776601683794
84,19,4.0,0.0
84,20,3.2,0.4216370213557839
84,21,4.0,0.0
84,22,4.0,0.0
84,23,4.0,0.0
84,24,2.0,0.0
84,25,2.0,0.0
84,26,4.0,0.0
84,27,3.0,0.0
84,28,4.0,0.0
84,29,3.0,0.0
84,30,3.0,0.0
85,1,3.0,0.0
85,2,4.0,0.0
85,3,4.0,0.0
85,4,3.0,0.0
85,5,3.0,0.0
85,6,4.0,0.0
85,7,4.0,0.0
85,8,4.0,0.0
85,9,3.1,0.31622776601683794
85,10,4.0,0.0
85,11,3.0,0.0
85,12,4.0,0.0
85,13,3.0,0.0
85,14,4.0,0.0
85,15,3.9,0.31622776601683794
85,16,4.0,0.0
85,17,4.0,0.0
85,18,4.0,0.0
85,19,4.0,0.0
85,20,3.0,0.0
85,21,4.0,0.0
85,22,4.0,0.0
85,23,4.0,0.0
85,24,3.0,0.0
85,25,3.0,0.0
85,26,3.0,0.0
85,27,3.0,0.0
85,28,3.8,0.4216370213557839
85,29,4.0,0.0
85,30,4.0,0.0
87,1,4.0,0.0
87,2,4.0,0.0
87,3,4.0,0.0
87,4,4.0,0.0
87,5,4.0,0.0
87,6,4.6,0.5163977794943222
87,7,4.0,0.0
87,8,4.0,0.0
87,9,3.6,0.5163977794943223
87,10,4.0,0.0
87,11,4.0,0.0
87,12,4.6,0.5163977794943222
87,13,4.0,0.0
87,14,4.0,0.0
87,15,4.0,0.0
87,16,5.0,0.0
87,17,4.8,0.4216370213557839
87,18,4.0,0.0
87,19,4.0,0.0
87,20,4.0,0.0
87,21,5.0,0.0
87,22,4.0,0.0
87,23,4.0,0.0
87,24,3.8,0.4216370213557839
87,25,2.0,0.0
87,26,3.0,0.0
87,27,3.9,0.31622776601683794
87,28,4.0,0.0
87,29,5.0,0.0
87,30,4.0,0.0
88,1,4.0,0.0
88,2,5.0,0.0
88,3,4.0,0.0
88,4,4.0,0.0
88,5,4.0,0.0
88,6,5.0,0.0
88,7,5.0,0.0
88,8,4.0,0.0
88,9,4.0,0.0
88,10,4.0,0.0
88,11,4.0,0.0
88,12,5.0,0.0
88,13,4.0,0.0
88,14,4.0,0.0
88,15,4.5,0.5270462766947299
88,16,5.0,0.0
88,17,5.0,0.0
88,18,5.0,0.0
88,19,4.0,0.0
88,20,4.4,0.5163977794943222
88,21,5.0,0.0
88,22,4.9,0.31622776601683794
88,23,4.0,0.0
88,24,2.0,0.0
88,25,2.0,0.0
88,26,5.0,0.0
88,27,4.0,0.0
88,28,4.0,0.0
88,29,4.0,0.0
88,30,4.0,0.0
89,1,4.0,0.0
89,2,4.0,0.0
89,3,2.0,0.0
89,4,3.0,0.0
89,5,4.0,0.0
89,6,4.0,0.0
89,7,4.0,0.0
89,8,4.0,0.0
89,9,4.0,0.0
89,10,4.0,0.0
89,11,4.0,0.0
89,12,4.0,0.0
89,13,4.0,0.0
89,14,4.0,0.0
89,15,4.0,0.0
89,16,4.0,0.0
89,17,4.0,0.0
89,18,4.0,0.0
89,19,3.8,0.4216370213557839
89,20,4.0,0.0
89,21,5.0,0.0
89,22,4.0,0.0
89,23,4.0,0.0
89,24,2.1,0.31622776601683794
89,25,2.0,0.0
89,26,0.0,0.0
89,27,2.0,0.0
89,28,4.0,0.0
89,29,3.2,0.4216370213557839
89,30,2.5,0.5270462766947299
91,1,4.0,0.0
91,2,4.0,0.0
91,3,4.0,0.0
91,4,4.0,0.0
91,5,3.9,0.31622776601683794
91,6,4.0,0.0
91,7,4.0,0.0
91,8,4.0,0.0
91,9,4.0,0.0
91,10,4.0,0.0
91,11,4.0,0.0
91,12,4.0,0.0
91,13,4.0,0.0
91,14,4.0,0.0
91,15,4.0,0.0
91,16,4.0,0.0
91,17,4.0,0.0
91,18,4.0,0.0
91,19,4.0,0.0
91,20,2.5,0.5270462766947299
91,21,4.0,0.0
91,22,4.0,0.0
91,23,4.0,0.0
91,24,4.0,0.0
91,25,2.0,0.0
91,26,2.0,0.0
91,27,2.6,0.5163977794943223
91,28,3.9,0.31622776601683794
91,29,3.1,0.31622776601683794
91,30,3.0,0.0
92,1,4.0,0.0
92,2,4.0,0.0
92,3,4.0,0.0
92,4,3.0,0.0
92,5,3.4,0.5163977794943223
92,6,4.0,0.0
92,7,4.0,0.0
92,8,4.0,0.0
92,9,4.0,0.0
92,10,4.0,0.0
92,11,4.0,0.0
92,12,5.0,0.0
92,13,3.3,0.48304589153964794
92,14,4.0,0.0
92,15,4.0,0.0
92,16,4.0,0.0
92,17,4.1,0.31622776601683794
92,18,4.0,0.0
92,19,4.0,0.0
92,20,4.0,0.0
92,21,4.0,0.0
92,22,4.0,0.0
92,23,4.0,0.0
92,24,3.4,0.5163977794943223
92,25,2.0,0.0
92,26,4.3,0.48304589153964794
92,27,4.0,0.0
92,28,4.0,0.0
92,29,4.0,0.0
92,30,3.0,0.0
93,1,4.0,0.0
93,2,4.0,0.0
93,3,4.0,0.0
93,4,4.0,0.0
93,5,4.0,0.0
93,6,4.0,0.0
93,7,4.0,0.0
93,8,4.0,0.0
93,9,4.0,0.0
93,10,4.0,0.0
93,11,4.0,0.0
93,12,4.0,0.0
93,13,4.0,0.0
93,14,4.0,0.0
93,15,4.0,0.0
93,16,4.0,0.0
93,17,4.2,0.4216370213557839
93,18,4.0,0.0
93,19,4.0,0.0
93,20,4.0,0.0
93,21,4.0,0.0
93,22,4.0,0.0
93,23,4.0,0.0
93,24,4.0,0.0
93,25,2.8,0.4216370213557839
93,26,4.0,0.0
93,27,4.0,0.0
93,28,4.0,0.0
93,29,3.8,0.4216370213557839
93,30,3.1,0.31622776601683794
96,1,4.0,0.0
96,2,4.0,0.0
96,3,4.0,0.0
96,4,2.8,0.6324555320336759
96,5,4.0,0.0
96,6,4.0,0.0
96,7,4.0,0.0
96,8,4.0,0.0
96,9,4.0,0.0
96,10,4.0,0.0
96,11,4.0,0.0
96,12,4.0,0.0
96,13,4.0,0.0
96,14,4.0,0.0
96,15,4.0,0.0
96,16,4.0,0.0
96,17,4.0,0.0
96,18,4.0,0.0
96,19,4.0,0.0
96,20,4.0,0.0
96,21,5.0,0.0
96,22,4.0,0.0
96,23,4.0,0.0
96,24,2.8,0.4216370213557839
96,25,2.0,0.0
96,26,2.0,0.0
96,27,3.8,0.4216370213557839
96,28,4.0,0.0
96,29,4.0,0.0
96,30,4.0,0.0
97,1,4.0,0.0
97,2,4.0,0.0
97,3,4.0,0.0
97,4,3.0,0.0
97,5,4.0,0.0
97,6,4.1,0.31622776601683794
97,7,4.0,0.0
97,8,4.0,0.0
97,9,4.0,0.0
97,10,4.0,0.0
97,11,4.0,0.0
97,12,4.0,0.0
97,13,3.0,0.0
97,14,4.0,0.0
97,15,4.0,0.0
97,16,5.0,0.0
97,17,4.0,0.0
97,18,4.0,0.0
97,19,4.0,0.0
97,20,4.0,0.0
97,21,5.0,0.0
97,22,4.0,0.0
97,23,4.0,0.0
97,24,2.0,0.0
97,25,2.0,0.0
97,26,2.0,0.0
97,27,2.7,0.48304589153964794
97,28,4.0,0.0
97,29,4.0,0.0
97,30,3.0,0.0
99,1,4.0,0.0
99,2,4.0,0.0
99,3,4.0,0.0
99,4,3.0,0.0
99,5,4.0,0.0
99,6,4.0,0.0
99,7,4.0,0.0
99,8,4.0,0.0
99,9,3.7,0.48304589153964794
99,10,4.0,0.0
99,11,4.0,0.0
99,12,4.0,0.0
99,13,4.0,0.0
99,14,4.0,0.0
99,15,4.0,0.0
99,16,4.0,0.0
99,17,4.0,0.0
99,18,4.0,0.0
99,19,4.0,0.0
99,20,4.0,0.0
99,21,5.0,0.0
99,22,4.0,0.0
99,23,4.0,0.0
99,24,3.0,0.0
99,25,2.8,0.4216370213557839
99,26,2.0,0.0
99,27,3.0,0.0
99,28,4.0,0.0
99,29,4.0,0.0
99,30,3.7,0.48304589153964794
